Causas (lista reducida);Sexo;Edad;Total
036 Tumores malignos del tejido linfático, de los órganos hematopoyéticos y de tejidos afines, excepto leucemia;Hombres;De 75 a 79 años;449
036 Tumores malignos del tejido linfático, de los órganos hematopoyéticos y de tejidos afines, excepto leucemia;Hombres;De 80 a 84 años;527
036 Tumores malignos del tejido linfático, de los órganos hematopoyéticos y de tejidos afines, excepto leucemia;Hombres;De 85 a 89 años;423
036 Tumores malignos del tejido linfático, de los órganos hematopoyéticos y de tejidos afines, excepto leucemia;Hombres;De 90 a 94 años;152
036 Tumores malignos del tejido linfático, de los órganos hematopoyéticos y de tejidos afines, excepto leucemia;Hombres;De 95 años y más;25
037 Leucemia;Hombres;Menores de 1 año;2
037 Leucemia;Hombres;De 1 a 4 años;7
037 Leucemia;Hombres;De 5 a 9 años;5
037 Leucemia;Hombres;De 10 a 14 años;16
037 Leucemia;Hombres;De 15 a 19 años;13
037 Leucemia;Hombres;De 20 a 24 años;8
037 Leucemia;Hombres;De 25 a 29 años;8
037 Leucemia;Hombres;De 30 a 34 años;5
037 Leucemia;Hombres;De 35 a 39 años;7
037 Leucemia;Hombres;De 40 a 44 años;22
037 Leucemia;Hombres;De 45 a 49 años;30
037 Leucemia;Hombres;De 50 a 54 años;40
037 Leucemia;Hombres;De 55 a 59 años;61
037 Leucemia;Hombres;De 60 a 64 años;103
037 Leucemia;Hombres;De 65 a 69 años;163
037 Leucemia;Hombres;De 70 a 74 años;276
037 Leucemia;Hombres;De 75 a 79 años;308
037 Leucemia;Hombres;De 80 a 84 años;332
037 Leucemia;Hombres;De 85 a 89 años;352
037 Leucemia;Hombres;De 90 a 94 años;150
037 Leucemia;Hombres;De 95 años y más;43
038 Tumores in situ;Hombres;Menores de 1 año;0
038 Tumores in situ;Hombres;De 1 a 4 años;0
038 Tumores in situ;Hombres;De 5 a 9 años;0
038 Tumores in situ;Hombres;De 10 a 14 años;0
038 Tumores in situ;Hombres;De 15 a 19 años;0
038 Tumores in situ;Hombres;De 20 a 24 años;0
038 Tumores in situ;Hombres;De 25 a 29 años;0
038 Tumores in situ;Hombres;De 30 a 34 años;0
038 Tumores in situ;Hombres;De 35 a 39 años;0
038 Tumores in situ;Hombres;De 40 a 44 años;0
038 Tumores in situ;Hombres;De 45 a 49 años;0
038 Tumores in situ;Hombres;De 50 a 54 años;0
038 Tumores in situ;Hombres;De 55 a 59 años;0
038 Tumores in situ;Hombres;De 60 a 64 años;0
038 Tumores in situ;Hombres;De 65 a 69 años;1
038 Tumores in situ;Hombres;De 70 a 74 años;0
038 Tumores in situ;Hombres;De 75 a 79 años;1
038 Tumores in situ;Hombres;De 80 a 84 años;2
038 Tumores in situ;Hombres;De 85 a 89 años;1
038 Tumores in situ;Hombres;De 90 a 94 años;0
038 Tumores in situ;Hombres;De 95 años y más;1
039 Tumores benignos;Hombres;Menores de 1 año;0
039 Tumores benignos;Hombres;De 1 a 4 años;0
039 Tumores benignos;Hombres;De 5 a 9 años;0
039 Tumores benignos;Hombres;De 10 a 14 años;0
039 Tumores benignos;Hombres;De 15 a 19 años;0
039 Tumores benignos;Hombres;De 20 a 24 años;1
039 Tumores benignos;Hombres;De 25 a 29 años;1
039 Tumores benignos;Hombres;De 30 a 34 años;1
039 Tumores benignos;Hombres;De 35 a 39 años;3
039 Tumores benignos;Hombres;De 40 a 44 años;5
039 Tumores benignos;Hombres;De 45 a 49 años;2
039 Tumores benignos;Hombres;De 50 a 54 años;3
039 Tumores benignos;Hombres;De 55 a 59 años;11
039 Tumores benignos;Hombres;De 60 a 64 años;9
039 Tumores benignos;Hombres;De 65 a 69 años;17
039 Tumores benignos;Hombres;De 70 a 74 años;30
039 Tumores benignos;Hombres;De 75 a 79 años;31
039 Tumores benignos;Hombres;De 80 a 84 años;45
039 Tumores benignos;Hombres;De 85 a 89 años;48
039 Tumores benignos;Hombres;De 90 a 94 años;28
039 Tumores benignos;Hombres;De 95 años y más;14
040 Síndrome mielodisplásico;Hombres;Menores de 1 año;0
040 Síndrome mielodisplásico;Hombres;De 1 a 4 años;0
040 Síndrome mielodisplásico;Hombres;De 5 a 9 años;0
040 Síndrome mielodisplásico;Hombres;De 10 a 14 años;0
040 Síndrome mielodisplásico;Hombres;De 15 a 19 años;0
040 Síndrome mielodisplásico;Hombres;De 20 a 24 años;0
040 Síndrome mielodisplásico;Hombres;De 25 a 29 años;0
040 Síndrome mielodisplásico;Hombres;De 30 a 34 años;0
040 Síndrome mielodisplásico;Hombres;De 35 a 39 años;0
040 Síndrome mielodisplásico;Hombres;De 40 a 44 años;1
040 Síndrome mielodisplásico;Hombres;De 45 a 49 años;0
040 Síndrome mielodisplásico;Hombres;De 50 a 54 años;6
040 Síndrome mielodisplásico;Hombres;De 55 a 59 años;6
040 Síndrome mielodisplásico;Hombres;De 60 a 64 años;15
040 Síndrome mielodisplásico;Hombres;De 65 a 69 años;31
040 Síndrome mielodisplásico;Hombres;De 70 a 74 años;43
040 Síndrome mielodisplásico;Hombres;De 75 a 79 años;93
040 Síndrome mielodisplásico;Hombres;De 80 a 84 años;139
040 Síndrome mielodisplásico;Hombres;De 85 a 89 años;176
040 Síndrome mielodisplásico;Hombres;De 90 a 94 años;82
040 Síndrome mielodisplásico;Hombres;De 95 años y más;27
041 Otros tumores de comportamiento incierto o desconocido;Hombres;Menores de 1 año;1
041 Otros tumores de comportamiento incierto o desconocido;Hombres;De 1 a 4 años;2
041 Otros tumores de comportamiento incierto o desconocido;Hombres;De 5 a 9 años;1
041 Otros tumores de comportamiento incierto o desconocido;Hombres;De 10 a 14 años;2
041 Otros tumores de comportamiento incierto o desconocido;Hombres;De 15 a 19 años;0
041 Otros tumores de comportamiento incierto o desconocido;Hombres;De 20 a 24 años;1
041 Otros tumores de comportamiento incierto o desconocido;Hombres;De 25 a 29 años;0
041 Otros tumores de comportamiento incierto o desconocido;Hombres;De 30 a 34 años;6
041 Otros tumores de comportamiento incierto o desconocido;Hombres;De 35 a 39 años;12
041 Otros tumores de comportamiento incierto o desconocido;Hombres;De 40 a 44 años;9
041 Otros tumores de comportamiento incierto o desconocido;Hombres;De 45 a 49 años;21
041 Otros tumores de comportamiento incierto o desconocido;Hombres;De 50 a 54 años;25
041 Otros tumores de comportamiento incierto o desconocido;Hombres;De 55 a 59 años;41
041 Otros tumores de comportamiento incierto o desconocido;Hombres;De 60 a 64 años;68
041 Otros tumores de comportamiento incierto o desconocido;Hombres;De 65 a 69 años;67
041 Otros tumores de comportamiento incierto o desconocido;Hombres;De 70 a 74 años;157
041 Otros tumores de comportamiento incierto o desconocido;Hombres;De 75 a 79 años;174
041 Otros tumores de comportamiento incierto o desconocido;Hombres;De 80 a 84 años;245
041 Otros tumores de comportamiento incierto o desconocido;Hombres;De 85 a 89 años;317
041 Otros tumores de comportamiento incierto o desconocido;Hombres;De 90 a 94 años;145
041 Otros tumores de comportamiento incierto o desconocido;Hombres;De 95 años y más;53
042 Enfermedades de la sangre y de los órganos hematopoyéticos;Hombres;Menores de 1 año;4
042 Enfermedades de la sangre y de los órganos hematopoyéticos;Hombres;De 1 a 4 años;0
042 Enfermedades de la sangre y de los órganos hematopoyéticos;Hombres;De 5 a 9 años;3
042 Enfermedades de la sangre y de los órganos hematopoyéticos;Hombres;De 10 a 14 años;1
042 Enfermedades de la sangre y de los órganos hematopoyéticos;Hombres;De 15 a 19 años;4
042 Enfermedades de la sangre y de los órganos hematopoyéticos;Hombres;De 20 a 24 años;2
042 Enfermedades de la sangre y de los órganos hematopoyéticos;Hombres;De 25 a 29 años;3
042 Enfermedades de la sangre y de los órganos hematopoyéticos;Hombres;De 30 a 34 años;3
042 Enfermedades de la sangre y de los órganos hematopoyéticos;Hombres;De 35 a 39 años;1
042 Enfermedades de la sangre y de los órganos hematopoyéticos;Hombres;De 40 a 44 años;6
042 Enfermedades de la sangre y de los órganos hematopoyéticos;Hombres;De 45 a 49 años;11
042 Enfermedades de la sangre y de los órganos hematopoyéticos;Hombres;De 50 a 54 años;10
042 Enfermedades de la sangre y de los órganos hematopoyéticos;Hombres;De 55 a 59 años;23
042 Enfermedades de la sangre y de los órganos hematopoyéticos;Hombres;De 60 a 64 años;17
042 Enfermedades de la sangre y de los órganos hematopoyéticos;Hombres;De 65 a 69 años;40
042 Enfermedades de la sangre y de los órganos hematopoyéticos;Hombres;De 70 a 74 años;53
042 Enfermedades de la sangre y de los órganos hematopoyéticos;Hombres;De 75 a 79 años;76
042 Enfermedades de la sangre y de los órganos hematopoyéticos;Hombres;De 80 a 84 años;109
042 Enfermedades de la sangre y de los órganos hematopoyéticos;Hombres;De 85 a 89 años;180
042 Enfermedades de la sangre y de los órganos hematopoyéticos;Hombres;De 90 a 94 años;163
042 Enfermedades de la sangre y de los órganos hematopoyéticos;Hombres;De 95 años y más;61
043 Ciertos trastornos que afectan al mecanismo de la inmunidad;Hombres;Menores de 1 año;4
043 Ciertos trastornos que afectan al mecanismo de la inmunidad;Hombres;De 1 a 4 años;0
043 Ciertos trastornos que afectan al mecanismo de la inmunidad;Hombres;De 5 a 9 años;0
043 Ciertos trastornos que afectan al mecanismo de la inmunidad;Hombres;De 10 a 14 años;0
043 Ciertos trastornos que afectan al mecanismo de la inmunidad;Hombres;De 15 a 19 años;0
043 Ciertos trastornos que afectan al mecanismo de la inmunidad;Hombres;De 20 a 24 años;1
043 Ciertos trastornos que afectan al mecanismo de la inmunidad;Hombres;De 25 a 29 años;2
043 Ciertos trastornos que afectan al mecanismo de la inmunidad;Hombres;De 30 a 34 años;0
043 Ciertos trastornos que afectan al mecanismo de la inmunidad;Hombres;De 35 a 39 años;3
043 Ciertos trastornos que afectan al mecanismo de la inmunidad;Hombres;De 40 a 44 años;2
043 Ciertos trastornos que afectan al mecanismo de la inmunidad;Hombres;De 45 a 49 años;1
043 Ciertos trastornos que afectan al mecanismo de la inmunidad;Hombres;De 50 a 54 años;5
043 Ciertos trastornos que afectan al mecanismo de la inmunidad;Hombres;De 55 a 59 años;7
043 Ciertos trastornos que afectan al mecanismo de la inmunidad;Hombres;De 60 a 64 años;8
043 Ciertos trastornos que afectan al mecanismo de la inmunidad;Hombres;De 65 a 69 años;15
043 Ciertos trastornos que afectan al mecanismo de la inmunidad;Hombres;De 70 a 74 años;14
043 Ciertos trastornos que afectan al mecanismo de la inmunidad;Hombres;De 75 a 79 años;20
043 Ciertos trastornos que afectan al mecanismo de la inmunidad;Hombres;De 80 a 84 años;9
043 Ciertos trastornos que afectan al mecanismo de la inmunidad;Hombres;De 85 a 89 años;9
043 Ciertos trastornos que afectan al mecanismo de la inmunidad;Hombres;De 90 a 94 años;4
043 Ciertos trastornos que afectan al mecanismo de la inmunidad;Hombres;De 95 años y más;4
044 Diabetes mellitus;Hombres;Menores de 1 año;0
044 Diabetes mellitus;Hombres;De 1 a 4 años;0
044 Diabetes mellitus;Hombres;De 5 a 9 años;0
044 Diabetes mellitus;Hombres;De 10 a 14 años;0
044 Diabetes mellitus;Hombres;De 15 a 19 años;0
044 Diabetes mellitus;Hombres;De 20 a 24 años;0
044 Diabetes mellitus;Hombres;De 25 a 29 años;3
044 Diabetes mellitus;Hombres;De 30 a 34 años;2
044 Diabetes mellitus;Hombres;De 35 a 39 años;7
044 Diabetes mellitus;Hombres;De 40 a 44 años;8
044 Diabetes mellitus;Hombres;De 45 a 49 años;26
044 Diabetes mellitus;Hombres;De 50 a 54 años;59
044 Diabetes mellitus;Hombres;De 55 a 59 años;103
044 Diabetes mellitus;Hombres;De 60 a 64 años;187
044 Diabetes mellitus;Hombres;De 65 a 69 años;269
044 Diabetes mellitus;Hombres;De 70 a 74 años;421
044 Diabetes mellitus;Hombres;De 75 a 79 años;526
044 Diabetes mellitus;Hombres;De 80 a 84 años;811
044 Diabetes mellitus;Hombres;De 85 a 89 años;1.018
044 Diabetes mellitus;Hombres;De 90 a 94 años;690
044 Diabetes mellitus;Hombres;De 95 años y más;199
045 Otras enfermedades endocrinas, nutricionales y metabólicas;Hombres;Menores de 1 año;19
045 Otras enfermedades endocrinas, nutricionales y metabólicas;Hombres;De 1 a 4 años;12
045 Otras enfermedades endocrinas, nutricionales y metabólicas;Hombres;De 5 a 9 años;12
045 Otras enfermedades endocrinas, nutricionales y metabólicas;Hombres;De 10 a 14 años;5
045 Otras enfermedades endocrinas, nutricionales y metabólicas;Hombres;De 15 a 19 años;2
045 Otras enfermedades endocrinas, nutricionales y metabólicas;Hombres;De 20 a 24 años;5
045 Otras enfermedades endocrinas, nutricionales y metabólicas;Hombres;De 25 a 29 años;1
045 Otras enfermedades endocrinas, nutricionales y metabólicas;Hombres;De 30 a 34 años;1
045 Otras enfermedades endocrinas, nutricionales y metabólicas;Hombres;De 35 a 39 años;8
045 Otras enfermedades endocrinas, nutricionales y metabólicas;Hombres;De 40 a 44 años;17
045 Otras enfermedades endocrinas, nutricionales y metabólicas;Hombres;De 45 a 49 años;29
045 Otras enfermedades endocrinas, nutricionales y metabólicas;Hombres;De 50 a 54 años;36
045 Otras enfermedades endocrinas, nutricionales y metabólicas;Hombres;De 55 a 59 años;68
045 Otras enfermedades endocrinas, nutricionales y metabólicas;Hombres;De 60 a 64 años;85
045 Otras enfermedades endocrinas, nutricionales y metabólicas;Hombres;De 65 a 69 años;121
045 Otras enfermedades endocrinas, nutricionales y metabólicas;Hombres;De 70 a 74 años;148
045 Otras enfermedades endocrinas, nutricionales y metabólicas;Hombres;De 75 a 79 años;186
045 Otras enfermedades endocrinas, nutricionales y metabólicas;Hombres;De 80 a 84 años;234
045 Otras enfermedades endocrinas, nutricionales y metabólicas;Hombres;De 85 a 89 años;297
045 Otras enfermedades endocrinas, nutricionales y metabólicas;Hombres;De 90 a 94 años;188
045 Otras enfermedades endocrinas, nutricionales y metabólicas;Hombres;De 95 años y más;65
046 Trastornos mentales orgánicos, senil y presenil;Hombres;Menores de 1 año;0
046 Trastornos mentales orgánicos, senil y presenil;Hombres;De 1 a 4 años;0
046 Trastornos mentales orgánicos, senil y presenil;Hombres;De 5 a 9 años;0
046 Trastornos mentales orgánicos, senil y presenil;Hombres;De 10 a 14 años;0
046 Trastornos mentales orgánicos, senil y presenil;Hombres;De 15 a 19 años;1
046 Trastornos mentales orgánicos, senil y presenil;Hombres;De 20 a 24 años;0
046 Trastornos mentales orgánicos, senil y presenil;Hombres;De 25 a 29 años;0
046 Trastornos mentales orgánicos, senil y presenil;Hombres;De 30 a 34 años;1
046 Trastornos mentales orgánicos, senil y presenil;Hombres;De 35 a 39 años;1
046 Trastornos mentales orgánicos, senil y presenil;Hombres;De 40 a 44 años;1
046 Trastornos mentales orgánicos, senil y presenil;Hombres;De 45 a 49 años;1
046 Trastornos mentales orgánicos, senil y presenil;Hombres;De 50 a 54 años;4
046 Trastornos mentales orgánicos, senil y presenil;Hombres;De 55 a 59 años;9
046 Trastornos mentales orgánicos, senil y presenil;Hombres;De 60 a 64 años;45
046 Trastornos mentales orgánicos, senil y presenil;Hombres;De 65 a 69 años;114
046 Trastornos mentales orgánicos, senil y presenil;Hombres;De 70 a 74 años;346
046 Trastornos mentales orgánicos, senil y presenil;Hombres;De 75 a 79 años;605
046 Trastornos mentales orgánicos, senil y presenil;Hombres;De 80 a 84 años;1.430
046 Trastornos mentales orgánicos, senil y presenil;Hombres;De 85 a 89 años;2.252
046 Trastornos mentales orgánicos, senil y presenil;Hombres;De 90 a 94 años;1.862
046 Trastornos mentales orgánicos, senil y presenil;Hombres;De 95 años y más;740
047 Trastornos mentales debidos al uso de alcohol;Hombres;Menores de 1 año;0
047 Trastornos mentales debidos al uso de alcohol;Hombres;De 1 a 4 años;0
047 Trastornos mentales debidos al uso de alcohol;Hombres;De 5 a 9 años;0
047 Trastornos mentales debidos al uso de alcohol;Hombres;De 10 a 14 años;0
047 Trastornos mentales debidos al uso de alcohol;Hombres;De 15 a 19 años;0
047 Trastornos mentales debidos al uso de alcohol;Hombres;De 20 a 24 años;1
047 Trastornos mentales debidos al uso de alcohol;Hombres;De 25 a 29 años;1
047 Trastornos mentales debidos al uso de alcohol;Hombres;De 30 a 34 años;0
047 Trastornos mentales debidos al uso de alcohol;Hombres;De 35 a 39 años;1
047 Trastornos mentales debidos al uso de alcohol;Hombres;De 40 a 44 años;3
047 Trastornos mentales debidos al uso de alcohol;Hombres;De 45 a 49 años;9
047 Trastornos mentales debidos al uso de alcohol;Hombres;De 50 a 54 años;23
047 Trastornos mentales debidos al uso de alcohol;Hombres;De 55 a 59 años;26
047 Trastornos mentales debidos al uso de alcohol;Hombres;De 60 a 64 años;34
047 Trastornos mentales debidos al uso de alcohol;Hombres;De 65 a 69 años;25
047 Trastornos mentales debidos al uso de alcohol;Hombres;De 70 a 74 años;29
047 Trastornos mentales debidos al uso de alcohol;Hombres;De 75 a 79 años;23
047 Trastornos mentales debidos al uso de alcohol;Hombres;De 80 a 84 años;14
047 Trastornos mentales debidos al uso de alcohol;Hombres;De 85 a 89 años;14
047 Trastornos mentales debidos al uso de alcohol;Hombres;De 90 a 94 años;1
047 Trastornos mentales debidos al uso de alcohol;Hombres;De 95 años y más;0
048 Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía);Hombres;Menores de 1 año;0
048 Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía);Hombres;De 1 a 4 años;0
048 Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía);Hombres;De 5 a 9 años;0
048 Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía);Hombres;De 10 a 14 años;0
048 Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía);Hombres;De 15 a 19 años;1
048 Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía);Hombres;De 20 a 24 años;0
048 Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía);Hombres;De 25 a 29 años;0
048 Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía);Hombres;De 30 a 34 años;3
048 Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía);Hombres;De 35 a 39 años;2
048 Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía);Hombres;De 40 a 44 años;1
048 Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía);Hombres;De 45 a 49 años;3
048 Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía);Hombres;De 50 a 54 años;8
048 Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía);Hombres;De 55 a 59 años;1
048 Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía);Hombres;De 60 a 64 años;4
048 Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía);Hombres;De 65 a 69 años;0
048 Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía);Hombres;De 70 a 74 años;0
048 Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía);Hombres;De 75 a 79 años;1
048 Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía);Hombres;De 80 a 84 años;0
048 Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía);Hombres;De 85 a 89 años;0
048 Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía);Hombres;De 90 a 94 años;0
048 Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía);Hombres;De 95 años y más;0
049 Otros trastornos mentales y del comportamiento;Hombres;Menores de 1 año;0
049 Otros trastornos mentales y del comportamiento;Hombres;De 1 a 4 años;0
049 Otros trastornos mentales y del comportamiento;Hombres;De 5 a 9 años;0
049 Otros trastornos mentales y del comportamiento;Hombres;De 10 a 14 años;0
049 Otros trastornos mentales y del comportamiento;Hombres;De 15 a 19 años;1
049 Otros trastornos mentales y del comportamiento;Hombres;De 20 a 24 años;0
049 Otros trastornos mentales y del comportamiento;Hombres;De 25 a 29 años;0
049 Otros trastornos mentales y del comportamiento;Hombres;De 30 a 34 años;1
049 Otros trastornos mentales y del comportamiento;Hombres;De 35 a 39 años;4
049 Otros trastornos mentales y del comportamiento;Hombres;De 40 a 44 años;3
049 Otros trastornos mentales y del comportamiento;Hombres;De 45 a 49 años;7
049 Otros trastornos mentales y del comportamiento;Hombres;De 50 a 54 años;16
049 Otros trastornos mentales y del comportamiento;Hombres;De 55 a 59 años;14
049 Otros trastornos mentales y del comportamiento;Hombres;De 60 a 64 años;21
049 Otros trastornos mentales y del comportamiento;Hombres;De 65 a 69 años;35
049 Otros trastornos mentales y del comportamiento;Hombres;De 70 a 74 años;40
049 Otros trastornos mentales y del comportamiento;Hombres;De 75 a 79 años;23
049 Otros trastornos mentales y del comportamiento;Hombres;De 80 a 84 años;26
049 Otros trastornos mentales y del comportamiento;Hombres;De 85 a 89 años;30
049 Otros trastornos mentales y del comportamiento;Hombres;De 90 a 94 años;11
049 Otros trastornos mentales y del comportamiento;Hombres;De 95 años y más;3
050 Meningitis (otras en 003);Hombres;Menores de 1 año;1
050 Meningitis (otras en 003);Hombres;De 1 a 4 años;1
050 Meningitis (otras en 003);Hombres;De 5 a 9 años;0
050 Meningitis (otras en 003);Hombres;De 10 a 14 años;0
050 Meningitis (otras en 003);Hombres;De 15 a 19 años;0
050 Meningitis (otras en 003);Hombres;De 20 a 24 años;0
050 Meningitis (otras en 003);Hombres;De 25 a 29 años;0
050 Meningitis (otras en 003);Hombres;De 30 a 34 años;0
050 Meningitis (otras en 003);Hombres;De 35 a 39 años;2
050 Meningitis (otras en 003);Hombres;De 40 a 44 años;1
050 Meningitis (otras en 003);Hombres;De 45 a 49 años;0
050 Meningitis (otras en 003);Hombres;De 50 a 54 años;3
050 Meningitis (otras en 003);Hombres;De 55 a 59 años;8
050 Meningitis (otras en 003);Hombres;De 60 a 64 años;8
050 Meningitis (otras en 003);Hombres;De 65 a 69 años;4
050 Meningitis (otras en 003);Hombres;De 70 a 74 años;8
050 Meningitis (otras en 003);Hombres;De 75 a 79 años;4
050 Meningitis (otras en 003);Hombres;De 80 a 84 años;9
050 Meningitis (otras en 003);Hombres;De 85 a 89 años;7
050 Meningitis (otras en 003);Hombres;De 90 a 94 años;1
050 Meningitis (otras en 003);Hombres;De 95 años y más;0
051 Enfermedad de Alzheimer;Hombres;Menores de 1 año;0
051 Enfermedad de Alzheimer;Hombres;De 1 a 4 años;0
051 Enfermedad de Alzheimer;Hombres;De 5 a 9 años;0
051 Enfermedad de Alzheimer;Hombres;De 10 a 14 años;0
051 Enfermedad de Alzheimer;Hombres;De 15 a 19 años;0
051 Enfermedad de Alzheimer;Hombres;De 20 a 24 años;0
051 Enfermedad de Alzheimer;Hombres;De 25 a 29 años;0
051 Enfermedad de Alzheimer;Hombres;De 30 a 34 años;0
051 Enfermedad de Alzheimer;Hombres;De 35 a 39 años;0
051 Enfermedad de Alzheimer;Hombres;De 40 a 44 años;0
051 Enfermedad de Alzheimer;Hombres;De 45 a 49 años;1
051 Enfermedad de Alzheimer;Hombres;De 50 a 54 años;7
051 Enfermedad de Alzheimer;Hombres;De 55 a 59 años;9
051 Enfermedad de Alzheimer;Hombres;De 60 a 64 años;37
051 Enfermedad de Alzheimer;Hombres;De 65 a 69 años;100
051 Enfermedad de Alzheimer;Hombres;De 70 a 74 años;261
051 Enfermedad de Alzheimer;Hombres;De 75 a 79 años;512
051 Enfermedad de Alzheimer;Hombres;De 80 a 84 años;983
051 Enfermedad de Alzheimer;Hombres;De 85 a 89 años;1.409
051 Enfermedad de Alzheimer;Hombres;De 90 a 94 años;822
051 Enfermedad de Alzheimer;Hombres;De 95 años y más;203
052 Otras enfermedades del sistema nervioso y de los órganos de los sentidos;Hombres;Menores de 1 año;15
052 Otras enfermedades del sistema nervioso y de los órganos de los sentidos;Hombres;De 1 a 4 años;22
052 Otras enfermedades del sistema nervioso y de los órganos de los sentidos;Hombres;De 5 a 9 años;13
052 Otras enfermedades del sistema nervioso y de los órganos de los sentidos;Hombres;De 10 a 14 años;16
052 Otras enfermedades del sistema nervioso y de los órganos de los sentidos;Hombres;De 15 a 19 años;17
052 Otras enfermedades del sistema nervioso y de los órganos de los sentidos;Hombres;De 20 a 24 años;22
052 Otras enfermedades del sistema nervioso y de los órganos de los sentidos;Hombres;De 25 a 29 años;12
052 Otras enfermedades del sistema nervioso y de los órganos de los sentidos;Hombres;De 30 a 34 años;23
052 Otras enfermedades del sistema nervioso y de los órganos de los sentidos;Hombres;De 35 a 39 años;41
052 Otras enfermedades del sistema nervioso y de los órganos de los sentidos;Hombres;De 40 a 44 años;70
052 Otras enfermedades del sistema nervioso y de los órganos de los sentidos;Hombres;De 45 a 49 años;115
052 Otras enfermedades del sistema nervioso y de los órganos de los sentidos;Hombres;De 50 a 54 años;167
052 Otras enfermedades del sistema nervioso y de los órganos de los sentidos;Hombres;De 55 a 59 años;230
052 Otras enfermedades del sistema nervioso y de los órganos de los sentidos;Hombres;De 60 a 64 años;294
052 Otras enfermedades del sistema nervioso y de los órganos de los sentidos;Hombres;De 65 a 69 años;488
052 Otras enfermedades del sistema nervioso y de los órganos de los sentidos;Hombres;De 70 a 74 años;652
052 Otras enfermedades del sistema nervioso y de los órganos de los sentidos;Hombres;De 75 a 79 años;881
052 Otras enfermedades del sistema nervioso y de los órganos de los sentidos;Hombres;De 80 a 84 años;1.060
052 Otras enfermedades del sistema nervioso y de los órganos de los sentidos;Hombres;De 85 a 89 años;1.121
052 Otras enfermedades del sistema nervioso y de los órganos de los sentidos;Hombres;De 90 a 94 años;516
052 Otras enfermedades del sistema nervioso y de los órganos de los sentidos;Hombres;De 95 años y más;112
053 Enfermedades cardíacas reumáticas crónicas;Hombres;Menores de 1 año;0
053 Enfermedades cardíacas reumáticas crónicas;Hombres;De 1 a 4 años;0
053 Enfermedades cardíacas reumáticas crónicas;Hombres;De 5 a 9 años;0
053 Enfermedades cardíacas reumáticas crónicas;Hombres;De 10 a 14 años;0
053 Enfermedades cardíacas reumáticas crónicas;Hombres;De 15 a 19 años;0
053 Enfermedades cardíacas reumáticas crónicas;Hombres;De 20 a 24 años;1
053 Enfermedades cardíacas reumáticas crónicas;Hombres;De 25 a 29 años;0
053 Enfermedades cardíacas reumáticas crónicas;Hombres;De 30 a 34 años;0
053 Enfermedades cardíacas reumáticas crónicas;Hombres;De 35 a 39 años;0
053 Enfermedades cardíacas reumáticas crónicas;Hombres;De 40 a 44 años;3
053 Enfermedades cardíacas reumáticas crónicas;Hombres;De 45 a 49 años;6
053 Enfermedades cardíacas reumáticas crónicas;Hombres;De 50 a 54 años;8
053 Enfermedades cardíacas reumáticas crónicas;Hombres;De 55 a 59 años;9
053 Enfermedades cardíacas reumáticas crónicas;Hombres;De 60 a 64 años;16
053 Enfermedades cardíacas reumáticas crónicas;Hombres;De 65 a 69 años;49
053 Enfermedades cardíacas reumáticas crónicas;Hombres;De 70 a 74 años;56
053 Enfermedades cardíacas reumáticas crónicas;Hombres;De 75 a 79 años;83
053 Enfermedades cardíacas reumáticas crónicas;Hombres;De 80 a 84 años;89
053 Enfermedades cardíacas reumáticas crónicas;Hombres;De 85 a 89 años;99
053 Enfermedades cardíacas reumáticas crónicas;Hombres;De 90 a 94 años;44
053 Enfermedades cardíacas reumáticas crónicas;Hombres;De 95 años y más;20
054 Enfermedades hipertensivas;Hombres;Menores de 1 año;0
054 Enfermedades hipertensivas;Hombres;De 1 a 4 años;0
054 Enfermedades hipertensivas;Hombres;De 5 a 9 años;0
054 Enfermedades hipertensivas;Hombres;De 10 a 14 años;0
054 Enfermedades hipertensivas;Hombres;De 15 a 19 años;0
054 Enfermedades hipertensivas;Hombres;De 20 a 24 años;0
054 Enfermedades hipertensivas;Hombres;De 25 a 29 años;0
054 Enfermedades hipertensivas;Hombres;De 30 a 34 años;2
054 Enfermedades hipertensivas;Hombres;De 35 a 39 años;0
054 Enfermedades hipertensivas;Hombres;De 40 a 44 años;8
